                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.7959,                  4.493,                 3.8615,                0.59374,                0.01361,                0.00592,                0.00188,                 3.1069,                 4.1323,                 3.3215,             0.00020707,             0.00020707,             0.00020707
